fecha,turno,dia_semana,horario,cantidad
26/11/2019,siesta,martes,De 15:00 hs. a 15:15 hs.,273
27/11/2019,siesta,miercoles,De 15:00 hs. a 15:15 hs.,269
28/11/2019,siesta,jueves,De 15:00 hs. a 15:15 hs.,267
29/11/2019,siesta,viernes,De 15:00 hs. a 15:15 hs.,280
30/11/2019,siesta,sabado,De 15:00 hs. a 15:15 hs.,359
01/11/2019,siesta,viernes,De 15:15 hs. a 15:30 hs.,262
02/11/2019,siesta,sabado,De 15:15 hs. a 15:30 hs.,198
03/11/2019,siesta,domingo,De 15:15 hs. a 15:30 hs.,110
04/11/2019,siesta,lunes,De 15:15 hs. a 15:30 hs.,244
05/11/2019,siesta,martes,De 15:15 hs. a 15:30 hs.,251
06/11/2019,siesta,miercoles,De 15:15 hs. a 15:30 hs.,261
07/11/2019,siesta,jueves,De 15:15 hs. a 15:30 hs.,204
08/11/2019,siesta,viernes,De 15:15 hs. a 15:30 hs.,176
09/11/2019,siesta,sabado,De 15:15 hs. a 15:30 hs.,192
10/11/2019,siesta,domingo,De 15:15 hs. a 15:30 hs.,288
11/11/2019,siesta,lunes,De 15:15 hs. a 15:30 hs.,156
12/11/2019,siesta,martes,De 15:15 hs. a 15:30 hs.,314
13/11/2019,siesta,miercoles,De 15:15 hs. a 15:30 hs.,285
14/11/2019,siesta,jueves,De 15:15 hs. a 15:30 hs.,339
15/11/2019,siesta,viernes,De 15:15 hs. a 15:30 hs.,308
16/11/2019,siesta,sabado,De 15:15 hs. a 15:30 hs.,316
17/11/2019,siesta,domingo,De 15:15 hs. a 15:30 hs.,228
18/11/2019,siesta,lunes,De 15:15 hs. a 15:30 hs.,229
19/11/2019,siesta,martes,De 15:15 hs. a 15:30 hs.,244
20/11/2019,siesta,miercoles,De 15:15 hs. a 15:30 hs.,243
21/11/2019,siesta,jueves,De 15:15 hs. a 15:30 hs.,217
22/11/2019,siesta,viernes,De 15:15 hs. a 15:30 hs.,286
23/11/2019,siesta,sabado,De 15:15 hs. a 15:30 hs.,180
24/11/2019,siesta,domingo,De 15:15 hs. a 15:30 hs.,133
25/11/2019,siesta,lunes,De 15:15 hs. a 15:30 hs.,304
26/11/2019,siesta,martes,De 15:15 hs. a 15:30 hs.,289
27/11/2019,siesta,miercoles,De 15:15 hs. a 15:30 hs.,229
28/11/2019,siesta,jueves,De 15:15 hs. a 15:30 hs.,267
29/11/2019,siesta,viernes,De 15:15 hs. a 15:30 hs.,272
30/11/2019,siesta,sabado,De 15:15 hs. a 15:30 hs.,345
01/11/2019,siesta,viernes,De 15:30 hs. a 15:45 hs.,227
02/11/2019,siesta,sabado,De 15:30 hs. a 15:45 hs.,212
03/11/2019,siesta,domingo,De 15:30 hs. a 15:45 hs.,163
04/11/2019,siesta,lunes,De 15:30 hs. a 15:45 hs.,208
05/11/2019,siesta,martes,De 15:30 hs. a 15:45 hs.,225
06/11/2019,siesta,miercoles,De 15:30 hs. a 15:45 hs.,249
07/11/2019,siesta,jueves,De 15:30 hs. a 15:45 hs.,176
08/11/2019,siesta,viernes,De 15:30 hs. a 15:45 hs.,168
09/11/2019,siesta,sabado,De 15:30 hs. a 15:45 hs.,179
10/11/2019,siesta,domingo,De 15:30 hs. a 15:45 hs.,255
11/11/2019,siesta,lunes,De 15:30 hs. a 15:45 hs.,188
12/11/2019,siesta,martes,De 15:30 hs. a 15:45 hs.,264
13/11/2019,siesta,miercoles,De 15:30 hs. a 15:45 hs.,261
14/11/2019,siesta,jueves,De 15:30 hs. a 15:45 hs.,329
15/11/2019,siesta,viernes,De 15:30 hs. a 15:45 hs.,279
16/11/2019,siesta,sabado,De 15:30 hs. a 15:45 hs.,334
17/11/2019,siesta,domingo,De 15:30 hs. a 15:45 hs.,172
18/11/2019,siesta,lunes,De 15:30 hs. a 15:45 hs.,310
19/11/2019,siesta,martes,De 15:30 hs. a 15:45 hs.,196
20/11/2019,siesta,miercoles,De 15:30 hs. a 15:45 hs.,255
21/11/2019,siesta,jueves,De 15:30 hs. a 15:45 hs.,220
22/11/2019,siesta,viernes,De 15:30 hs. a 15:45 hs.,263
23/11/2019,siesta,sabado,De 15:30 hs. a 15:45 hs.,202
24/11/2019,siesta,domingo,De 15:30 hs. a 15:45 hs.,136
25/11/2019,siesta,lunes,De 15:30 hs. a 15:45 hs.,287
26/11/2019,siesta,martes,De 15:30 hs. a 15:45 hs.,290
27/11/2019,siesta,miercoles,De 15:30 hs. a 15:45 hs.,255
28/11/2019,siesta,jueves,De 15:30 hs. a 15:45 hs.,224
29/11/2019,siesta,viernes,De 15:30 hs. a 15:45 hs.,266
30/11/2019,siesta,sabado,De 15:30 hs. a 15:45 hs.,311
01/11/2019,siesta,viernes,De 15:45 hs. a 16:00 hs.,236
02/11/2019,siesta,sabado,De 15:45 hs. a 16:00 hs.,181
03/11/2019,siesta,domingo,De 15:45 hs. a 16:00 hs.,142
04/11/2019,siesta,lunes,De 15:45 hs. a 16:00 hs.,207
05/11/2019,siesta,martes,De 15:45 hs. a 16:00 hs.,247
06/11/2019,siesta,miercoles,De 15:45 hs. a 16:00 hs.,240
07/11/2019,siesta,jueves,De 15:45 hs. a 16:00 hs.,109
08/11/2019,siesta,viernes,De 15:45 hs. a 16:00 hs.,125
09/11/2019,siesta,sabado,De 15:45 hs. a 16:00 hs.,213
10/11/2019,siesta,domingo,De 15:45 hs. a 16:00 hs.,257
11/11/2019,siesta,lunes,De 15:45 hs. a 16:00 hs.,157
12/11/2019,siesta,martes,De 15:45 hs. a 16:00 hs.,298
13/11/2019,siesta,miercoles,De 15:45 hs. a 16:00 hs.,218
14/11/2019,siesta,jueves,De 15:45 hs. a 16:00 hs.,298
15/11/2019,siesta,viernes,De 15:45 hs. a 16:00 hs.,262
16/11/2019,siesta,sabado,De 15:45 hs. a 16:00 hs.,299
17/11/2019,siesta,domingo,De 15:45 hs. a 16:00 hs.,273
18/11/2019,siesta,lunes,De 15:45 hs. a 16:00 hs.,246
19/11/2019,siesta,martes,De 15:45 hs. a 16:00 hs.,162
20/11/2019,siesta,miercoles,De 15:45 hs. a 16:00 hs.,262
21/11/2019,siesta,jueves,De 15:45 hs. a 16:00 hs.,205
22/11/2019,siesta,viernes,De 15:45 hs. a 16:00 hs.,283
23/11/2019,siesta,sabado,De 15:45 hs. a 16:00 hs.,204
24/11/2019,siesta,domingo,De 15:45 hs. a 16:00 hs.,165
25/11/2019,siesta,lunes,De 15:45 hs. a 16:00 hs.,293
26/11/2019,siesta,martes,De 15:45 hs. a 16:00 hs.,258
27/11/2019,siesta,miercoles,De 15:45 hs. a 16:00 hs.,246
28/11/2019,siesta,jueves,De 15:45 hs. a 16:00 hs.,224
29/11/2019,siesta,viernes,De 15:45 hs. a 16:00 hs.,203
30/11/2019,siesta,sabado,De 15:45 hs. a 16:00 hs.,387
